Store,Date,Weekly_Sales,Holiday_Flag
6,15-06-2012,1642247.48,0
6,22-06-2012,1618272.25,0
6,29-06-2012,1648863.46,0
6,6/7/2012,1876359.39,0
6,13-07-2012,1588142.26,0
6,20-07-2012,1574361.97,0
6,27-07-2012,1513229.16,0
6,3/8/2012,1627274.93,0
6,10/8/2012,1588380.73,0
6,17-08-2012,1543049.52,0
6,24-08-2012,1501095.49,0
6,31-08-2012,1577439.81,0
6,7/9/2012,1608077.01,1
6,14-09-2012,1375166.86,0
6,21-09-2012,1425603.65,0
6,28-09-2012,1369131.46,0
6,5/10/2012,1518177.71,0
6,12/10/2012,1459396.84,0
6,19-10-2012,1436883.99,0
6,26-10-2012,1431426.34,0
7,5/2/2010,496725.44,0
7,12/2/2010,524104.92,1
7,19-02-2010,506760.54,0
7,26-02-2010,496083.24,0
7,5/3/2010,491419.55,0
7,12/3/2010,480452.1,0
7,19-03-2010,574450.23,0
7,26-03-2010,514731.6,0
7,2/4/2010,561145.14,0
7,9/4/2010,484263.25,0
7,16-04-2010,406228.19,0
7,23-04-2010,404751.25,0
7,30-04-2010,373655.61,0
7,7/5/2010,395453.83,0
7,14-05-2010,372673.61,0
7,21-05-2010,395195.65,0
7,28-05-2010,442734.55,0
7,4/6/2010,509183.22,0
7,11/6/2010,498580.87,0
7,18-06-2010,481144.09,0
7,25-06-2010,553714.87,0
7,2/7/2010,575570.77,0
7,9/7/2010,593462.34,0
7,16-07-2010,557166.35,0
7,23-07-2010,570231.21,0
7,30-07-2010,603547.16,0
7,6/8/2010,643854.17,0
7,13-08-2010,598185.4,0
7,20-08-2010,582353.17,0
7,27-08-2010,554309.24,0
7,3/9/2010,532765.05,0
7,10/9/2010,535769.32,1
7,17-09-2010,489408.53,0
7,24-09-2010,488008.83,0
7,1/10/2010,448998.73,0
7,8/10/2010,480239.88,0
7,15-10-2010,463370.48,0
7,22-10-2010,472450.81,0
7,29-10-2010,465493.15,0
7,5/11/2010,480512.44,0
7,12/11/2010,507584.29,0
7,19-11-2010,482528.36,0
7,26-11-2010,835189.26,1
7,3/12/2010,552811.62,0
7,10/12/2010,599730.07,0
7,17-12-2010,716388.81,0
7,24-12-2010,1045124.88,0
7,31-12-2010,729572.08,1
7,7/1/2011,661163.94,0
7,14-01-2011,547384.9,0
7,21-01-2011,521539.46,0
7,28-01-2011,513372.17,0
7,4/2/2011,558027.77,0
7,11/2/2011,559903.13,1
7,18-02-2011,572387.47,0
7,25-02-2011,546690.84,0
7,4/3/2011,551378.39,0
7,11/3/2011,558963.83,0
7,18-03-2011,635014.69,0
7,25-03-2011,559061.58,0
7,1/4/2011,513409.67,0
7,8/4/2011,500552.16,0
7,15-04-2011,423380.14,0
7,22-04-2011,466594.89,0
7,29-04-2011,410429.73,0
7,6/5/2011,407012.47,0
7,13-05-2011,414094.05,0
7,20-05-2011,424670.98,0
7,27-05-2011,457216.87,0
7,3/6/2011,542295.37,0
7,10/6/2011,621099.95,0
7,17-06-2011,610991.35,0
7,24-06-2011,640043.97,0
7,1/7/2011,704344.21,0
7,8/7/2011,761793.94,0
7,15-07-2011,642748.21,0
7,22-07-2011,688043.96,0
7,29-07-2011,653382.62,0
7,5/8/2011,695392.84,0
7,12/8/2011,670670.46,0
7,19-08-2011,645156.21,0
7,26-08-2011,629994.47,0
7,2/9/2011,592355.24,0
7,9/9/2011,613135.23,1
7,16-09-2011,558981.45,0
7,23-09-2011,536144.81,0
7,30-09-2011,488880.26,0
7,7/10/2011,525866.36,0
7,14-10-2011,501959.19,0
7,21-10-2011,558691.43,0
7,28-10-2011,527339.52,0
7,4/11/2011,564536.01,0
7,11/11/2011,556015.59,0
7,18-11-2011,539826.56,0
7,25-11-2011,949075.87,1
7,2/12/2011,591907.88,0
7,9/12/2011,653845.45,0
7,16-12-2011,720242.19,0
7,23-12-2011,1059715.27,0
7,30-12-2011,815915.52,1
7,6/1/2012,713117.66,0
7,13-01-2012,593875.46,0
7,20-01-2012,578002.85,0
7,27-01-2012,541037.98,0
7,3/2/2012,580453.32,0
7,10/2/2012,563460.77,1
7,17-02-2012,620908.18,0
7,24-02-2012,603041.14,0
7,2/3/2012,551058.13,0
7,9/3/2012,579166.5,0
7,16-03-2012,669205.73,0
7,23-03-2012,615997.29,0
7,30-03-2012,583322.2,0
7,6/4/2012,621425.98,0
7,13-04-2012,517420.23,0
7,20-04-2012,457340.06,0
7,27-04-2012,467827.75,0
7,4/5/2012,465198.89,0
7,11/5/2012,460397.41,0
7,18-05-2012,468428.3,0
7,25-05-2012,532739.77,0
7,1/6/2012,598495.02,0
7,8/6/2012,642963.75,0
7,15-06-2012,666942.02,0
7,22-06-2012,687344.68,0
7,29-06-2012,704335.41,0
7,6/7/2012,805642.61,0
7,13-07-2012,694150.89,0
7,20-07-2012,686345.69,0
7,27-07-2012,686365.4,0
7,3/8/2012,680954.81,0
7,10/8/2012,675926.3,0
7,17-08-2012,642450.4,0
7,24-08-2012,609099.37,0
7,31-08-2012,586467.16,0
7,7/9/2012,597876.55,1
7,14-09-2012,541120.2,0
7,21-09-2012,530842.25,0
7,28-09-2012,525545.76,0
7,5/10/2012,505830.56,0
7,12/10/2012,503463.93,0
7,19-10-2012,516424.83,0
7,26-10-2012,495543.28,0
8,5/2/2010,1004137.09,0
8,12/2/2010,994801.4,1
8,19-02-2010,963960.37,0
8,26-02-2010,847592.11,0
8,5/3/2010,881503.95,0
8,12/3/2010,860336.16,0
8,19-03-2010,839911,0
8,26-03-2010,772539.12,0
8,2/4/2010,914500.91,0
8,9/4/2010,916033.92,0
8,16-04-2010,882917.12,0
8,23-04-2010,850440.26,0
8,30-04-2010,778672.64,0
8,7/5/2010,916820.96,0
8,14-05-2010,873337.84,0
8,21-05-2010,818333.21,0
8,28-05-2010,868041.56,0
8,4/6/2010,958225.41,0
8,11/6/2010,914835.86,0
8,18-06-2010,869922.56,0
8,25-06-2010,814919.11,0
8,2/7/2010,852333.75,0
8,9/7/2010,845289.77,0
8,16-07-2010,848630.57,0
8,23-07-2010,785515.88,0
8,30-07-2010,787295.09,0
8,6/8/2010,893399.77,0
8,13-08-2010,867919.21,0
8,20-08-2010,870676.44,0
8,27-08-2010,888816.78,0
8,3/9/2010,899036.47,0
8,10/9/2010,831425.2,1
8,17-09-2010,836707.85,0
8,24-09-2010,773725.08,0
8,1/10/2010,804105.49,0
8,8/10/2010,870349.86,0
8,15-10-2010,826546.96,0
8,22-10-2010,836419.14,0
8,29-10-2010,830756.76,0
8,5/11/2010,927266.34,0
8,12/11/2010,911538.98,0
8,19-11-2010,885608.04,0
8,26-11-2010,1261693.16,1
8,3/12/2010,952766.93,0
8,10/12/2010,1069061.63,0
8,17-12-2010,1220579.55,0
8,24-12-2010,1511641.09,0
8,31-12-2010,773586.49,1
8,7/1/2011,873065.23,0
8,14-01-2011,809646.66,0
8,21-01-2011,822668.23,0
8,28-01-2011,782256.66,0
8,4/2/2011,944594.78,0
8,11/2/2011,996147.39,1
8,18-02-2011,1065108.64,0
8,25-02-2011,917317.15,0
8,4/3/2011,935266.43,0
8,11/3/2011,900387.29,0
8,18-03-2011,898289.14,0
8,25-03-2011,827968.36,0
8,1/4/2011,878762.3,0
8,8/4/2011,949825.83,0
8,15-04-2011,908278.74,0
8,22-04-2011,937473.13,0
8,29-04-2011,855014.77,0
8,6/5/2011,941457.34,0
8,13-05-2011,895763.41,0
8,20-05-2011,836049.89,0
8,27-05-2011,857939.41,0
8,3/6/2011,929222.16,0
8,10/6/2011,897309.41,0
8,17-06-2011,922048.41,0
8,24-06-2011,864881.24,0
8,1/7/2011,883683.35,0
8,8/7/2011,861965.12,0
8,15-07-2011,849925.37,0
8,22-07-2011,829902.42,0
8,29-07-2011,807082.19,0
8,5/8/2011,892393.77,0
8,12/8/2011,856796.1,0
8,19-08-2011,895066.5,0
8,26-08-2011,912542.82,0
8,2/9/2011,891387.14,0
8,9/9/2011,848358.09,1
8,16-09-2011,870971.82,0
8,23-09-2011,806444.29,0
8,30-09-2011,809049.37,0
8,7/10/2011,929976.55,0
8,14-10-2011,863188.26,0
8,21-10-2011,905984.49,0
8,28-10-2011,876712.31,0
8,4/11/2011,947815.05,0
8,11/11/2011,917088.48,0
8,18-11-2011,897032.19,0
8,25-11-2011,1235163.86,1
8,2/12/2011,986601.46,0
8,9/12/2011,1051922.95,0
8,16-12-2011,1118163.94,0
8,23-12-2011,1462254.05,0
8,30-12-2011,858572.22,1
8,6/1/2012,872113.23,0
8,13-01-2012,817661.76,0
8,20-01-2012,813954.82,0
8,27-01-2012,778178.53,0
8,3/2/2012,927610.69,0
8,10/2/2012,1021400.42,1
8,17-02-2012,1096232.89,0
8,24-02-2012,928537.54,0
8,2/3/2012,952264.91,0
8,9/3/2012,960115.56,0
8,16-03-2012,921178.39,0
8,23-03-2012,874223.25,0
8,30-03-2012,905935.29,0
8,6/4/2012,1046816.59,0
8,13-04-2012,909989.45,0
8,20-04-2012,872288.46,0
8,27-04-2012,879448.25,0
8,4/5/2012,937232.09,0
8,11/5/2012,920128.89,0
8,18-05-2012,913922.01,0
8,25-05-2012,895157.44,0
8,1/6/2012,921161.2,0
8,8/6/2012,928820,0
8,15-06-2012,916918.7,0
8,22-06-2012,899449.65,0
8,29-06-2012,878298.22,0
8,6/7/2012,936205.5,0
8,13-07-2012,890488.01,0
8,20-07-2012,888834.07,0
8,27-07-2012,838227.52,0
8,3/8/2012,897076.73,0
8,10/8/2012,930745.69,0
8,17-08-2012,896613.19,0
8,24-08-2012,936373.65,0
8,31-08-2012,976137.73,0
8,7/9/2012,932160.37,1
8,14-09-2012,883569.38,0
8,21-09-2012,857796.45,0
8,28-09-2012,884724.41,0
8,5/10/2012,976436.02,0
8,12/10/2012,927511.99,0
8,19-10-2012,900309.75,0
8,26-10-2012,891671.44,0
9,5/2/2010,549505.55,0
9,12/2/2010,552677.48,1
9,19-02-2010,511327.9,0
9,26-02-2010,473773.27,0
9,5/3/2010,507297.88,0
9,12/3/2010,494145.8,0
9,19-03-2010,485744.61,0
9,26-03-2010,484946.56,0
9,2/4/2010,545206.32,0
9,9/4/2010,529384.31,0
9,16-04-2010,485764.32,0
9,23-04-2010,488683.57,0
9,30-04-2010,491723.42,0
9,7/5/2010,526128.61,0
9,14-05-2010,492792.8,0
9,21-05-2010,506274.94,0
9,28-05-2010,558143.53,0
9,4/6/2010,586061.46,0
9,11/6/2010,522715.68,0
9,18-06-2010,513073.87,0
9,25-06-2010,509263.28,0
9,2/7/2010,528832.54,0
9,9/7/2010,485389.15,0
9,16-07-2010,474030.51,0
9,23-07-2010,462676.5,0
9,30-07-2010,468675.19,0
9,6/8/2010,522815.45,0
9,13-08-2010,481897.98,0
9,20-08-2010,499325.38,0
9,27-08-2010,506789.66,0
9,3/9/2010,511049.06,0
9,10/9/2010,484835.2,1
9,17-09-2010,463448.59,0
9,24-09-2010,452905.22,0
9,1/10/2010,495692.19,0
9,8/10/2010,505069.21,0
9,15-10-2010,454769.68,0
9,22-10-2010,466322.76,0
9,29-10-2010,508801.61,0
9,5/11/2010,517869.97,0
9,12/11/2010,520846.68,0
9,19-11-2010,519823.3,0
9,26-11-2010,768070.53,1
9,3/12/2010,578164.82,0
9,10/12/2010,618121.82,0
9,17-12-2010,685243.2,0
9,24-12-2010,873347.55,0
9,31-12-2010,459770.85,1
9,7/1/2011,490981.78,0
9,14-01-2011,458086.69,0
9,21-01-2011,454021.69,0
9,28-01-2011,463561.48,0
9,4/2/2011,544612.28,0
9,11/2/2011,555279.02,1
9,18-02-2011,610985.56,0
9,25-02-2011,513107.2,0
9,4/3/2011,542016.18,0
9,11/3/2011,517783.5,0
9,18-03-2011,515226.11,0
9,25-03-2011,497488.4,0
9,1/4/2011,520962.14,0
9,8/4/2011,561625.92,0
9,15-04-2011,528420.28,0
9,22-04-2011,549502.11,0
9,29-04-2011,532226.2,0
9,6/5/2011,545251.1,0
9,13-05-2011,539126,0
9,20-05-2011,518266.9,0
9,27-05-2011,553834.04,0
9,3/6/2011,587004.29,0
9,10/6/2011,550076.32,0
9,17-06-2011,558671.14,0
9,24-06-2011,538745.93,0
9,1/7/2011,537064.03,0
9,8/7/2011,535983.13,0
9,15-07-2011,512834.04,0
9,22-07-2011,491449.94,0
9,29-07-2011,471449.98,0
9,5/8/2011,554879.67,0
9,12/8/2011,520284.79,0
9,19-08-2011,540819.44,0
9,26-08-2011,542663.53,0
9,2/9/2011,544643.33,0
9,9/9/2011,528784.86,1
9,16-09-2011,500274.03,0
9,23-09-2011,506743.78,0
9,30-09-2011,508567.04,0
9,7/10/2011,553836.98,0
9,14-10-2011,529515.66,0
9,21-10-2011,557075.21,0
9,28-10-2011,548527.49,0
9,4/11/2011,597855.07,0
9,11/11/2011,594574.12,0
9,18-11-2011,542414.27,0
9,25-11-2011,814753.5,1
9,2/12/2011,613115.21,0
9,9/12/2011,630327.28,0
9,16-12-2011,705557.97,0
9,23-12-2011,905324.68,0
9,30-12-2011,549788.36,1
9,6/1/2012,519585.67,0
9,13-01-2012,474964.6,0
9,20-01-2012,480130.04,0
9,27-01-2012,482451.21,0
9,3/2/2012,549967.89,0
9,10/2/2012,609736.12,1
9,17-02-2012,658965.05,0
9,24-02-2012,563578.79,0
9,2/3/2012,619498.28,0
9,9/3/2012,574955.95,0
9,16-03-2012,550373.57,0
9,23-03-2012,550791.32,0
9,30-03-2012,574985.37,0
9,6/4/2012,677885.99,0
9,13-04-2012,578539.86,0
9,20-04-2012,542819.03,0
9,27-04-2012,550414.99,0
9,4/5/2012,586289.08,0
9,11/5/2012,592572.3,0
9,18-05-2012,571463.93,0
9,25-05-2012,547226,0
9,1/6/2012,583648.59,0
9,8/6/2012,582525.42,0
9,15-06-2012,564606.1,0
9,22-06-2012,562173.12,0
9,29-06-2012,544770.7,0
9,6/7/2012,578790.36,0
9,13-07-2012,536537.64,0
9,20-07-2012,513991.57,0
9,27-07-2012,495951,0
9,3/8/2012,533887.54,0
9,10/8/2012,538713.47,0
9,17-08-2012,535153.47,0
9,24-08-2012,572887.78,0
9,31-08-2012,576879.15,0
9,7/9/2012,565812.29,1
9,14-09-2012,523427.35,0
9,21-09-2012,533756.88,0
9,28-09-2012,516361.06,0
9,5/10/2012,606755.3,0
9,12/10/2012,558464.8,0
9,19-10-2012,542009.46,0
9,26-10-2012,549731.49,0
10,5/2/2010,2193048.75,0
10,12/2/2010,2176028.52,1
10,19-02-2010,2113432.58,0
10,26-02-2010,2006774.96,0
10,5/3/2010,1987090.09,0
10,12/3/2010,1941346.13,0
10,19-03-2010,1946875.06,0
10,26-03-2010,1893532.46,0
10,2/4/2010,2138651.97,0
10,9/4/2010,2041069.37,0
10,16-04-2010,1826241.44,0
10,23-04-2010,1829521.83,0
10,30-04-2010,1790694.59,0
10,7/5/2010,1921432.16,0
10,14-05-2010,1808056.41,0
10,21-05-2010,1847613.58,0
10,28-05-2010,1904618.17,0
10,4/6/2010,1931406.28,0
10,11/6/2010,1827521.71,0
10,18-06-2010,1837636.24,0
10,25-06-2010,1768172.31,0
10,2/7/2010,1845893.87,0
10,9/7/2010,1769793.37,0
10,16-07-2010,1828052.47,0
10,23-07-2010,1831676.03,0
10,30-07-2010,1832664.03,0
10,6/8/2010,1949236.09,0
10,13-08-2010,1962996.7,0
10,20-08-2010,1983190.56,0
10,27-08-2010,1727565.42,0
10,3/9/2010,1766331.45,0
10,10/9/2010,1720530.23,1
10,17-09-2010,1716755.78,0
10,24-09-2010,1655036.75,0
10,1/10/2010,1645892.97,0
10,8/10/2010,1772192.42,0
10,15-10-2010,1703850.25,0
10,22-10-2010,1740234.06,0
10,29-10-2010,1741308.56,0
10,5/11/2010,1832211.96,0
10,12/11/2010,1895901.59,0
10,19-11-2010,1949177.13,0
10,26-11-2010,2939946.38,1
10,3/12/2010,2251206.64,0
10,10/12/2010,2411790.21,0
10,17-12-2010,2811646.85,0
10,24-12-2010,3749057.69,0
10,31-12-2010,1707298.14,1
10,7/1/2011,1714309.9,0
10,14-01-2011,1710803.59,0
10,21-01-2011,1677556.18,0
10,28-01-2011,1715769.05,0
10,4/2/2011,1968045.91,0
10,11/2/2011,2115408.31,1
10,18-02-2011,2106934.55,0
10,25-02-2011,1967996.71,0
10,4/3/2011,1958003.19,0
10,11/3/2011,1933469.15,0
10,18-03-2011,1884734.31,0
10,25-03-2011,1815798.85,0
10,1/4/2011,1827733.18,0
10,8/4/2011,1870720.73,0
10,15-04-2011,1781767.22,0
10,22-04-2011,2004831.14,0
10,29-04-2011,1873646.34,0
10,6/5/2011,1841369.99,0
10,13-05-2011,1712995.44,0
10,20-05-2011,1720908.01,0
10,27-05-2011,1743000.38,0
10,3/6/2011,1792210.89,0
10,10/6/2011,1740063.1,0
10,17-06-2011,1817934.76,0
10,24-06-2011,1711813.13,0
10,1/7/2011,1751369.75,0
10,8/7/2011,1699708.38,0
10,15-07-2011,1775068.4,0
10,22-07-2011,1774342.61,0
10,29-07-2011,1745841.33,0
10,5/8/2011,1886299.98,0
10,12/8/2011,1917397.63,0
10,19-08-2011,1954849.68,0
10,26-08-2011,1728399.07,0
10,2/9/2011,1758587.35,0
10,9/9/2011,1670579.82,1
10,16-09-2011,1650894.3,0
10,23-09-2011,1685910.53,0
10,30-09-2011,1627707.31,0
10,7/10/2011,1788227.6,0
10,14-10-2011,1704753.02,0
10,21-10-2011,1745928.56,0
10,28-10-2011,1771792.97,0
10,4/11/2011,1904438.59,0
10,11/11/2011,2076570.84,0
10,18-11-2011,1869087.85,0
10,25-11-2011,2950198.64,1
10,2/12/2011,2068097.18,0
10,9/12/2011,2429310.9,0
10,16-12-2011,2555031.18,0
10,23-12-2011,3487986.89,0
10,30-12-2011,1930690.37,1
10,6/1/2012,1683401.78,0
10,13-01-2012,1711562.73,0
10,20-01-2012,1675562.94,0
10,27-01-2012,1632406,0
10,3/2/2012,1867403.01,0
10,10/2/2012,2218595.8,1
10,17-02-2012,2168709.76,0
10,24-02-2012,2039415.74,0
10,2/3/2012,1990371.02,0
10,9/3/2012,1917483.1,0
10,16-03-2012,1930814.66,0
10,23-03-2012,1837457.69,0
10,30-03-2012,1815760.42,0
10,6/4/2012,2163384.17,0
10,13-04-2012,1974687.51,0
10,20-04-2012,1777166.53,0
10,27-04-2012,1712987.56,0
10,4/5/2012,1821364.42,0
10,11/5/2012,1792345.3,0
10,18-05-2012,1795152.73,0
10,25-05-2012,1830939.1,0
10,1/6/2012,1767471.48,0
10,8/6/2012,1840491.41,0
10,15-06-2012,1811562.88,0
10,22-06-2012,1755334.18,0
10,29-06-2012,1707481.9,0
10,6/7/2012,1805999.79,0
10,13-07-2012,1765571.91,0
10,20-07-2012,1869967.03,0
10,27-07-2012,1817603.66,0
10,3/8/2012,1939440.09,0
10,10/8/2012,1880436.94,0
10,17-08-2012,1827797.4,0
10,24-08-2012,1764984.15,0
10,31-08-2012,1650285.54,0
10,7/9/2012,1708283.28,1
10,14-09-2012,1640168.99,0
10,21-09-2012,1671857.57,0
10,28-09-2012,1694862.41,0
10,5/10/2012,1758971.38,0
10,12/10/2012,1713889.11,0
10,19-10-2012,1734834.82,0
10,26-10-2012,1744349.05,0
11,5/2/2010,1528008.64,0
11,12/2/2010,1574684.08,1
11,19-02-2010,1503298.7,0
11,26-02-2010,1336404.65,0
11,5/3/2010,1426622.65,0
11,12/3/2010,1331883.16,0
11,19-03-2010,1364207,0
11,26-03-2010,1245624.27,0
11,2/4/2010,1446210.26,0
11,9/4/2010,1470308.32,0
11,16-04-2010,1323243.35,0
11,23-04-2010,1283766.55,0
11,30-04-2010,1239766.89,0
11,7/5/2010,1312329.78,0
11,14-05-2010,1266796.13,0
11,21-05-2010,1271646.62,0
11,28-05-2010,1264272.52,0
11,4/6/2010,1396322.19,0
11,11/6/2010,1339570.85,0
11,18-06-2010,1336522.92,0
11,25-06-2010,1262025.08,0
11,2/7/2010,1302600.14,0
11,9/7/2010,1280156.47,0
11,16-07-2010,1290609.54,0
11,23-07-2010,1244390.03,0
11,30-07-2010,1250178.89,0
11,6/8/2010,1369634.92,0
11,13-08-2010,1384339.1,0
11,20-08-2010,1430192.37,0
11,27-08-2010,1311263.07,0
11,3/9/2010,1303914.27,0
11,10/9/2010,1231428.46,1
11,17-09-2010,1215676.31,0
11,24-09-2010,1170103.25,0
11,1/10/2010,1182490.46,0
11,8/10/2010,1293472.8,0
11,15-10-2010,1175003.67,0
11,22-10-2010,1169831.38,0
11,29-10-2010,1195036,0
11,5/11/2010,1332759.13,0
11,12/11/2010,1281675.6,0
11,19-11-2010,1292346.57,0
11,26-11-2010,1757242.51,1
11,3/12/2010,1380522.64,0
11,10/12/2010,1564516.43,0
11,17-12-2010,1843971.15,0
11,24-12-2010,2306265.36,0
11,31-12-2010,1172003.1,1
11,7/1/2011,1178905.44,0
11,14-01-2011,1194449.78,0
11,21-01-2011,1187776.19,0
11,28-01-2011,1100418.69,0
11,4/2/2011,1422546.05,0
11,11/2/2011,1419236.9,1
11,18-02-2011,1554747.15,0
11,25-02-2011,1323999.36,0
11,4/3/2011,1399456.99,0
11,11/3/2011,1314557.31,0
11,18-03-2011,1391813.69,0
11,25-03-2011,1229777.24,0
11,1/4/2011,1258674.12,0
11,8/4/2011,1327401.06,0
11,15-04-2011,1312905.8,0
11,22-04-2011,1388118.53,0
11,29-04-2011,1357589.89,0
11,6/5/2011,1331453.41,0
11,13-05-2011,1277959.42,0
11,20-05-2011,1239466.97,0
11,27-05-2011,1216876.52,0
11,3/6/2011,1343637,0
11,10/6/2011,1314626.75,0
11,17-06-2011,1337506.74,0
11,24-06-2011,1254587.84,0
11,1/7/2011,1297472.06,0
11,8/7/2011,1334627.96,0
11,15-07-2011,1266546.73,0
11,22-07-2011,1290576.44,0
11,29-07-2011,1212938.67,0
11,5/8/2011,1403198.94,0
11,12/8/2011,1354188.43,0
11,19-08-2011,1484169.74,0
11,26-08-2011,1304706.75,0
11,2/9/2011,1297792.41,0
11,9/9/2011,1249439.95,1
11,16-09-2011,1270816.01,0
11,23-09-2011,1235775.15,0
11,30-09-2011,1190515.83,0
11,7/10/2011,1346271.06,0
11,14-10-2011,1286388.96,0
11,21-10-2011,1325107.53,0
11,28-10-2011,1310684.1,0
11,4/11/2011,1458287.38,0
11,11/11/2011,1366053.69,0
11,18-11-2011,1315091.63,0
11,25-11-2011,1848953.48,1
11,2/12/2011,1399322.44,0
11,9/12/2011,1646655.94,0
11,16-12-2011,1783910.06,0
11,23-12-2011,2213518.5,0
11,30-12-2011,1352084.21,1
11,6/1/2012,1283885.55,0
11,13-01-2012,1264736.59,0
11,20-01-2012,1207303.29,0
11,27-01-2012,1162675.85,0
11,3/2/2012,1376732.18,0
11,10/2/2012,1574287.76,1
11,17-02-2012,1569607.94,0
11,24-02-2012,1379473.03,0
11,2/3/2012,1438383.44,0
11,9/3/2012,1413382.76,0
11,16-03-2012,1441884.28,0
11,23-03-2012,1300593.61,0
11,30-03-2012,1300104.03,0
11,6/4/2012,1596325.01,0
11,13-04-2012,1472752.01,0
11,20-04-2012,1315356.99,0
11,27-04-2012,1236238.29,0
11,4/5/2012,1370251.22,0
11,11/5/2012,1300147.07,0
11,18-05-2012,1352442.31,0
11,25-05-2012,1297335.87,0
11,1/6/2012,1361595.33,0
11,8/6/2012,1414343.53,0
11,15-06-2012,1417875.42,0
11,22-06-2012,1355680.3,0
11,29-06-2012,1297028.6,0
11,6/7/2012,1461129.94,0
11,13-07-2012,1320239.51,0
11,20-07-2012,1344483.81,0
11,27-07-2012,1272395.02,0
11,3/8/2012,1399341.07,0
11,10/8/2012,1388973.65,0
11,17-08-2012,1421307.2,0
11,24-08-2012,1409515.73,0
11,31-08-2012,1372872.35,0
11,7/9/2012,1304584.4,1
11,14-09-2012,1267675.05,0
11,21-09-2012,1326132.98,0
11,28-09-2012,1227430.73,0
11,5/10/2012,1422794.26,0
11,12/10/2012,1311965.09,0
11,19-10-2012,1232073.18,0
11,26-10-2012,1200729.45,0
12,5/2/2010,1100046.37,0
12,12/2/2010,1117863.33,1
12,19-02-2010,1095421.65,0
12,26-02-2010,1048617.17,0
12,5/3/2010,1077018.27,0
12,12/3/2010,985594.23,0
12,19-03-2010,972088.34,0
12,26-03-2010,981615.81,0
12,2/4/2010,1011822.3,0
12,9/4/2010,1041238.87,0
12,16-04-2010,957997.52,0
12,23-04-2010,993833.44,0
12,30-04-2010,954220.22,0
12,7/5/2010,1043240.27,0
12,14-05-2010,966054.97,0
12,21-05-2010,958374.56,0
12,28-05-2010,955451.16,0
12,4/6/2010,1049357.36,0
12,11/6/2010,1016039.71,0
12,18-06-2010,956211.2,0
12,25-06-2010,958007.69,0
12,2/7/2010,951957.31,0
12,9/7/2010,943506.28,0
12,16-07-2010,916402.76,0
12,23-07-2010,912403.67,0
12,30-07-2010,913548.25,0
12,6/8/2010,967576.95,0
12,13-08-2010,928264.4,0
12,20-08-2010,948447.34,0
12,27-08-2010,1004516.46,0
12,3/9/2010,1075758.55,0
12,10/9/2010,903119.03,1
12,17-09-2010,852882.61,0
12,24-09-2010,851919.34,0
12,1/10/2010,850936.26,0
12,8/10/2010,918335.68,0
12,15-10-2010,862419.84,0
12,22-10-2010,857883.46,0
12,29-10-2010,955294.7,0
12,5/11/2010,929690.71,0
12,12/11/2010,942475.24,0
12,19-11-2010,894493.7,0
12,26-11-2010,1601377.41,1
12,3/12/2010,1069533.17,0
12,10/12/2010,1121934.15,0
12,17-12-2010,1295605.35,0
12,24-12-2010,1768249.89,0
12,31-12-2010,891736.91,1
12,7/1/2011,910110.24,0
12,14-01-2011,812011.8,0
12,21-01-2011,802105.5,0
12,28-01-2011,873119.06,0
12,4/2/2011,1046068.17,0
12,11/2/2011,1086421.57,1
12,18-02-2011,1128485.1,0
12,25-02-2011,1046203.72,0
12,4/3/2011,1085248.21,0
12,11/3/2011,997672.62,0
12,18-03-2011,1009502.01,0
12,25-03-2011,954107.32,0
12,1/4/2011,1005463.49,0
12,8/4/2011,998362.05,0
12,15-04-2011,990951.77,0
12,22-04-2011,1016019.47,0
12,29-04-2011,994966.1,0
12,6/5/2011,1021154.48,0
12,13-05-2011,977033.5,0
12,20-05-2011,924134.99,0
12,27-05-2011,964332.51,0
12,3/6/2011,970328.68,0
12,10/6/2011,996937.95,0
12,17-06-2011,986504.93,0
12,24-06-2011,997282.75,0
12,1/7/2011,961993.34,0
12,8/7/2011,943717.38,0
12,15-07-2011,936001.98,0
12,22-07-2011,922231.92,0
12,29-07-2011,890547.07,0
12,5/8/2011,988712.52,0
12,12/8/2011,955913.68,0
12,19-08-2011,966817.24,0
12,26-08-2011,1017593.47,0
12,2/9/2011,1052051.45,0
12,9/9/2011,922850.57,1
12,16-09-2011,889290.23,0
12,23-09-2011,871692.74,0
12,30-09-2011,866401.45,0
12,7/10/2011,951244.66,0
12,14-10-2011,927600.01,0
12,21-10-2011,938604.58,0
12,28-10-2011,990926.38,0
12,4/11/2011,1051944.79,0
12,11/11/2011,1095091.53,0
12,18-11-2011,970641.34,0
12,25-11-2011,1591920.42,1
12,2/12/2011,1071383.1,0
12,9/12/2011,1189646.45,0
12,16-12-2011,1293404.18,0
12,23-12-2011,1617612.03,0
12,30-12-2011,1111638.07,1
12,6/1/2012,945823.65,0
12,13-01-2012,865467.86,0
12,20-01-2012,855922.64,0
12,27-01-2012,888203.69,0
12,3/2/2012,1058767.95,0
12,10/2/2012,1199330.85,1
12,17-02-2012,1240048.85,0
12,24-02-2012,1112034.72,0
12,2/3/2012,1147636.96,0
12,9/3/2012,1113208.57,0
12,16-03-2012,1088498.52,0
12,23-03-2012,1045419.87,0
12,30-03-2012,1025382.22,0
12,6/4/2012,1128765.71,0
12,13-04-2012,1083811.19,0
12,20-04-2012,1006486.96,0
