Date,Temperature,Fuel_Price,CPI,Unemployment
5/10/2012,61.41,3.617,226.7705581,5.124
12/10/2012,55.03,3.601,226.9735448,5.124
19-10-2012,62.99,3.594,227.0184166,5.124
26-10-2012,64.74,3.506,227.0369359,5.124
5/2/2010,38.01,2.572,214.6554591,6.415
12/2/2010,37.08,2.548,214.8056534,6.415
19-02-2010,43.06,2.514,214.8506185,6.415
26-02-2010,43.83,2.561,214.8780453,6.415
5/3/2010,48.43,2.625,214.9054721,6.415
12/3/2010,55.76,2.667,214.932899,6.415
19-03-2010,53.15,2.72,214.7597274,6.415
26-03-2010,51.8,2.732,214.5531227,6.415
2/4/2010,65.21,2.719,214.3465181,6.384
9/4/2010,64.95,2.77,214.1399135,6.384
16-04-2010,66.09,2.808,214.0001817,6.384
23-04-2010,61.26,2.795,213.9496138,6.384
30-04-2010,66.07,2.78,213.8990459,6.384
7/5/2010,68.58,2.835,213.848478,6.384
14-05-2010,70.53,2.854,213.8469819,6.384
21-05-2010,71.5,2.826,214.1399162,6.384
28-05-2010,77.12,2.759,214.4328505,6.384
4/6/2010,79.65,2.705,214.7257848,6.384
11/6/2010,83.75,2.668,215.0187191,6.384
18-06-2010,82.99,2.637,215.0166484,6.384
25-06-2010,85.02,2.653,214.8965756,6.384
2/7/2010,78.55,2.669,214.7765028,6.442
9/7/2010,78.51,2.642,214.6564301,6.442
16-07-2010,82.93,2.623,214.6474453,6.442
23-07-2010,84.49,2.608,214.7865779,6.442
30-07-2010,79.83,2.64,214.9257105,6.442
6/8/2010,87.09,2.627,215.064843,6.442
13-08-2010,86.85,2.692,215.2039756,6.442
20-08-2010,86.3,2.664,215.1619646,6.442
27-08-2010,84.01,2.619,215.1199536,6.442
3/9/2010,82.47,2.577,215.0779426,6.442
10/9/2010,77.7,2.565,215.0359315,6.442
17-09-2010,81.19,2.582,215.0615285,6.442
24-09-2010,77.15,2.624,215.1378313,6.442
1/10/2010,69.08,2.603,215.2141341,6.56
8/10/2010,65.35,2.633,215.290437,6.56
15-10-2010,67.36,2.72,215.3589917,6.56
22-10-2010,69.99,2.725,215.4081762,6.56
29-10-2010,64.43,2.716,215.4573607,6.56
5/11/2010,58.69,2.689,215.5065452,6.56
12/11/2010,61.59,2.728,215.5557297,6.56
19-11-2010,49.96,2.771,215.4372854,6.56
26-11-2010,60.18,2.735,215.2909028,6.56
3/12/2010,49.89,2.708,215.1445203,6.56
10/12/2010,46.1,2.843,214.9981378,6.56
17-12-2010,49.7,2.869,214.9334937,6.56
24-12-2010,50.93,2.886,214.9301534,6.56
31-12-2010,45.92,2.943,214.9268131,6.56
7/1/2011,41.82,2.976,214.9234729,6.416
14-01-2011,36.43,2.983,214.9749587,6.416
21-01-2011,44.72,3.016,215.3554013,6.416
28-01-2011,43.9,3.01,215.7358438,6.416
4/2/2011,31.82,2.989,216.1162864,6.416
11/2/2011,34.13,3.022,216.496729,6.416
18-02-2011,58.5,3.045,216.8154856,6.416
25-02-2011,59.01,3.065,217.1095679,6.416
4/3/2011,60.67,3.288,217.4036503,6.416
11/3/2011,54.75,3.459,217.6977326,6.416
18-03-2011,63.82,3.488,217.9563371,6.416
25-03-2011,68.79,3.473,218.2007506,6.416
1/4/2011,56.12,3.524,218.445164,6.38
8/4/2011,71.4,3.622,218.6895775,6.38
15-04-2011,71.9,3.743,218.9134935,6.38
22-04-2011,72.35,3.807,219.0861659,6.38
29-04-2011,70.85,3.81,219.2588382,6.38
6/5/2011,62.2,3.906,219.4315106,6.38
13-05-2011,77.66,3.899,219.6041829,6.38
20-05-2011,70.49,3.907,219.3622809,6.38
27-05-2011,80.42,3.786,219.1203788,6.38
3/6/2011,85.8,3.699,218.8784768,6.38
10/6/2011,85.81,3.648,218.6365747,6.38
17-06-2011,89.15,3.637,218.5877333,6.38
24-06-2011,86.74,3.594,218.6836874,6.38
1/7/2011,89.14,3.524,218.7796415,6.404
8/7/2011,89.04,3.48,218.8755955,6.404
15-07-2011,90.45,3.575,218.9607242,6.404
22-07-2011,89.08,3.651,219.0187895,6.404
29-07-2011,91.1,3.682,219.0768548,6.404
5/8/2011,91.52,3.684,219.1349201,6.404
12/8/2011,91.63,3.638,219.1929854,6.404
19-08-2011,85.8,3.554,219.2556109,6.404
26-08-2011,88.95,3.523,219.3189965,6.404
2/9/2011,89.33,3.533,219.382382,6.404
9/9/2011,75.65,3.546,219.4457675,6.404
16-09-2011,77.95,3.526,219.6297841,6.404
23-09-2011,74.42,3.467,219.9746423,6.404
30-09-2011,78.45,3.355,220.3195004,6.404
7/10/2011,72.62,3.285,220.6643585,6.054
14-10-2011,67.27,3.274,220.9836849,6.054
21-10-2011,65.46,3.353,221.1498206,6.054
28-10-2011,63.96,3.372,221.3159563,6.054
4/11/2011,54.46,3.332,221.4820921,6.054
11/11/2011,58.28,3.297,221.6482278,6.054
18-11-2011,58.8,3.308,221.8803923,6.054
25-11-2011,54.32,3.236,222.1389683,6.054
2/12/2011,46.84,3.172,222.3975443,6.054
9/12/2011,37.65,3.158,222.6561203,6.054
16-12-2011,47.31,3.159,222.8825484,6.054
23-12-2011,44.43,3.112,223.0661125,6.054
30-12-2011,43.41,3.129,223.2496766,6.054
6/1/2012,47.54,3.157,223.4332408,5.667
13-01-2012,42.44,3.261,223.6168049,5.667
20-01-2012,51.56,3.268,223.7114288,5.667
27-01-2012,49.38,3.29,223.8060527,5.667
3/2/2012,54.43,3.36,223.9006766,5.667
10/2/2012,44.03,3.409,223.9953006,5.667
17-02-2012,43.81,3.51,224.1588663,5.667
24-02-2012,53.67,3.555,224.3741384,5.667
2/3/2012,57.2,3.63,224.5894104,5.667
9/3/2012,54.03,3.669,224.8046825,5.667
16-03-2012,59.94,3.734,224.9594902,5.667
23-03-2012,58.79,3.787,225.0336786,5.667
30-03-2012,67.87,3.845,225.107867,5.667
6/4/2012,68.83,3.891,225.1820555,5.539
13-04-2012,69.19,3.891,225.2562439,5.539
20-04-2012,68.04,3.877,225.3117488,5.539
27-04-2012,73.07,3.814,225.3672537,5.539
4/5/2012,78.98,3.749,225.4227585,5.539
11/5/2012,70.94,3.688,225.4782634,5.539
18-05-2012,69.52,3.63,225.4942498,5.539
25-05-2012,79.69,3.561,225.4944288,5.539
1/6/2012,80.26,3.501,225.4946078,5.539
8/6/2012,78.91,3.452,225.4947868,5.539
15-06-2012,82.21,3.393,225.5070634,5.539
22-06-2012,81.05,3.346,225.5495841,5.539
29-06-2012,87.18,3.286,225.5921049,5.539
6/7/2012,84.15,3.227,225.6346256,5.277
13-07-2012,82.39,3.256,225.6771463,5.277
20-07-2012,83.39,3.311,225.6871121,5.277
27-07-2012,86.41,3.407,225.6970779,5.277
3/8/2012,90.23,3.417,225.7070437,5.277
10/8/2012,88.66,3.494,225.7170094,5.277
17-08-2012,86.37,3.571,225.7995323,5.277
24-08-2012,77.9,3.62,225.9364729,5.277
31-08-2012,80.71,3.638,226.0734135,5.277
7/9/2012,87.93,3.73,226.2103541,5.277
14-09-2012,73.55,3.717,226.3567545,5.277
21-09-2012,69.92,3.721,226.5599138,5.277
28-09-2012,76.8,3.666,226.7630732,5.277
5/10/2012,66.61,3.617,226.9662325,4.954
12/10/2012,60.09,3.601,227.1693919,4.954
19-10-2012,68.01,3.594,227.214288,4.954
26-10-2012,69.52,3.506,227.2328068,4.954
5/2/2010,54.34,2.962,126.4420645,9.765
12/2/2010,49.96,2.828,126.4962581,9.765
19-02-2010,58.22,2.915,126.5262857,9.765
26-02-2010,52.77,2.825,126.5522857,9.765
5/3/2010,55.92,2.877,126.5782857,9.765
12/3/2010,52.33,3.034,126.6042857,9.765
19-03-2010,61.46,3.054,126.6066452,9.765
26-03-2010,60.05,2.98,126.6050645,9.765
2/4/2010,63.66,3.086,126.6034839,9.524
9/4/2010,65.29,3.004,126.6019032,9.524
16-04-2010,69.74,3.109,126.5621,9.524
23-04-2010,66.42,3.05,126.4713333,9.524
30-04-2010,69.76,3.105,126.3805667,9.524
7/5/2010,71.06,3.127,126.2898,9.524
14-05-2010,73.88,3.145,126.2085484,9.524
21-05-2010,78.32,3.12,126.1843871,9.524
28-05-2010,76.67,3.058,126.1602258,9.524
4/6/2010,82.82,2.941,126.1360645,9.524
11/6/2010,89.67,3.057,126.1119032,9.524
18-06-2010,83.49,2.935,126.114,9.524
25-06-2010,90.32,3.084,126.1266,9.524
2/7/2010,92.89,2.978,126.1392,9.199
9/7/2010,91.03,3.1,126.1518,9.199
16-07-2010,91.8,2.971,126.1498065,9.199
23-07-2010,88.44,3.112,126.1283548,9.199
30-07-2010,85.03,3.017,126.1069032,9.199
6/8/2010,86.13,3.123,126.0854516,9.199
13-08-2010,88.37,3.049,126.064,9.199
20-08-2010,89.88,3.041,126.0766452,9.199
27-08-2010,84.99,3.022,126.0892903,9.199
3/9/2010,83.8,3.087,126.1019355,9.199
10/9/2010,84.04,2.961,126.1145806,9.199
17-09-2010,85.52,3.028,126.1454667,9.199
24-09-2010,85.75,2.939,126.1900333,9.199
1/10/2010,86.01,3.001,126.2346,9.003
8/10/2010,77.04,2.924,126.2791667,9.003
15-10-2010,75.48,3.08,126.3266774,9.003
22-10-2010,68.12,3.014,126.3815484,9.003
29-10-2010,68.76,3.13,126.4364194,9.003
5/11/2010,71.04,3.009,126.4912903,9.003
12/11/2010,61.24,3.13,126.5461613,9.003
19-11-2010,58.83,3.047,126.6072,9.003
26-11-2010,55.33,3.162,126.6692667,9.003
3/12/2010,51.17,3.041,126.7313333,9.003
10/12/2010,60.51,3.091,126.7934,9.003
17-12-2010,59.15,3.125,126.8794839,9.003
24-12-2010,57.06,3.236,126.9835806,9.003
31-12-2010,49.67,3.148,127.0876774,9.003
7/1/2011,43.43,3.287,127.1917742,8.744
14-01-2011,49.98,3.312,127.3009355,8.744
21-01-2011,56.75,3.336,127.4404839,8.744
28-01-2011,53.03,3.231,127.5800323,8.744
4/2/2011,44.88,3.348,127.7195806,8.744
11/2/2011,51.51,3.381,127.859129,8.744
18-02-2011,61.77,3.43,127.99525,8.744
25-02-2011,53.59,3.398,128.13,8.744
4/3/2011,56.96,3.674,128.26475,8.744
11/3/2011,64.22,3.63,128.3995,8.744
18-03-2011,70.12,3.892,128.5121935,8.744
25-03-2011,62.53,3.716,128.6160645,8.744
1/4/2011,67.64,3.772,128.7199355,8.494
8/4/2011,73.03,3.818,128.8238065,8.494
15-04-2011,61.05,4.089,128.9107333,8.494
22-04-2011,75.93,3.917,128.9553,8.494
29-04-2011,73.38,4.151,128.9998667,8.494
6/5/2011,73.56,4.193,129.0444333,8.494
13-05-2011,74.04,4.202,129.089,8.494
20-05-2011,72.62,3.99,129.0756774,8.494
27-05-2011,78.62,3.933,129.0623548,8.494
3/6/2011,81.87,3.893,129.0490323,8.494
10/6/2011,84.57,3.981,129.0357097,8.494
17-06-2011,87.96,3.935,129.0432,8.494
24-06-2011,90.69,3.807,129.0663,8.494
1/7/2011,95.36,3.842,129.0894,8.257
8/7/2011,88.57,3.793,129.1125,8.257
15-07-2011,86.01,3.779,129.1338387,8.257
22-07-2011,88.59,3.697,129.1507742,8.257
29-07-2011,86.75,3.694,129.1677097,8.257
5/8/2011,89.8,3.803,129.1846452,8.257
12/8/2011,85.61,3.794,129.2015806,8.257
19-08-2011,87.4,3.743,129.2405806,8.257
26-08-2011,91.59,3.663,129.2832581,8.257
2/9/2011,91.61,3.798,129.3259355,8.257
9/9/2011,89.06,3.771,129.3686129,8.257
16-09-2011,77.49,3.784,129.4306,8.257
23-09-2011,82.51,3.789,129.5183333,8.257
30-09-2011,82.27,3.877,129.6060667,8.257
7/10/2011,75.01,3.827,129.6938,7.874
14-10-2011,70.27,3.698,129.7706452,7.874
21-10-2011,77.91,3.842,129.7821613,7.874
28-10-2011,72.79,3.843,129.7936774,7.874
4/11/2011,68.57,3.828,129.8051935,7.874
11/11/2011,55.28,3.677,129.8167097,7.874
18-11-2011,58.97,3.669,129.8268333,7.874
25-11-2011,60.68,3.76,129.8364,7.874
2/12/2011,57.29,3.701,129.8459667,7.874
9/12/2011,42.58,3.644,129.8555333,7.874
16-12-2011,50.53,3.489,129.8980645,7.874
23-12-2011,48.36,3.541,129.9845484,7.874
30-12-2011,48.92,3.428,130.0710323,7.874
6/1/2012,59.85,3.443,130.1575161,7.545
13-01-2012,51,3.477,130.244,7.545
20-01-2012,54.51,3.66,130.2792258,7.545
27-01-2012,53.59,3.675,130.3144516,7.545
3/2/2012,56.85,3.543,130.3496774,7.545
10/2/2012,55.73,3.722,130.3849032,7.545
17-02-2012,54.12,3.781,130.4546207,7.545
24-02-2012,56.02,3.95,130.5502069,7.545
2/3/2012,57.62,3.882,130.6457931,7.545
9/3/2012,57.65,3.963,130.7413793,7.545
16-03-2012,62.11,4.273,130.8261935,7.545
23-03-2012,56.54,4.288,130.8966452,7.545
30-03-2012,67.92,4.294,130.9670968,7.545
6/4/2012,65.99,4.282,131.0375484,7.382
13-04-2012,70.28,4.254,131.108,7.382
20-04-2012,67.75,4.111,131.1173333,7.382
27-04-2012,80.11,4.088,131.1266667,7.382
4/5/2012,77.02,4.058,131.136,7.382
11/5/2012,76.03,4.186,131.1453333,7.382
18-05-2012,85.19,4.308,131.0983226,7.382
25-05-2012,86.03,4.127,131.0287742,7.382
1/6/2012,80.06,4.277,130.9592258,7.382
8/6/2012,86.87,4.103,130.8896774,7.382
15-06-2012,88.58,4.144,130.8295333,7.382
22-06-2012,89.92,4.014,130.7929,7.382
29-06-2012,91.36,3.875,130.7562667,7.382
6/7/2012,86.87,3.666,130.7196333,7.17
13-07-2012,89.8,3.723,130.683,7.17
20-07-2012,84.45,3.589,130.7012903,7.17
27-07-2012,83.98,3.769,130.7195806,7.17
3/8/2012,84.76,3.595,130.737871,7.17
10/8/2012,90.78,3.811,130.7561613,7.17
17-08-2012,88.83,4.002,130.7909677,7.17
24-08-2012,82.5,4.055,130.8381613,7.17
31-08-2012,86.97,3.886,130.8853548,7.17
7/9/2012,83.07,4.124,130.9325484,7.17
14-09-2012,78.47,3.966,130.9776667,7.17
21-09-2012,81.93,4.125,131.0103333,7.17
28-09-2012,82.52,3.966,131.043,7.17
5/10/2012,80.88,4.132,131.0756667,6.943
12/10/2012,76.03,4.468,131.1083333,6.943
19-10-2012,72.71,4.449,131.1499677,6.943
26-10-2012,70.5,4.301,131.1930968,6.943
5/2/2010,46.04,2.572,214.4248812,7.368
12/2/2010,48.01,2.548,214.5747916,7.368
19-02-2010,48.3,2.514,214.6198868,7.368
26-02-2010,52.79,2.561,214.6475127,7.368
5/3/2010,53.96,2.625,214.6751386,7.368
12/3/2010,64.1,2.667,214.7027646,7.368
19-03-2010,61.51,2.72,214.5301219,7.368
26-03-2010,58.09,2.732,214.3241011,7.368
2/4/2010,66.16,2.719,214.1180803,7.343
9/4/2010,69.57,2.77,213.9120595,7.343
16-04-2010,67.81,2.808,213.7726889,7.343
23-04-2010,68.37,2.795,213.7221852,7.343
30-04-2010,71.13,2.78,213.6716815,7.343
7/5/2010,75.57,2.835,213.6211778,7.343
14-05-2010,77.64,2.854,213.6196139,7.343
21-05-2010,76.97,2.826,213.9116886,7.343
28-05-2010,79.69,2.759,214.2037634,7.343
4/6/2010,79.66,2.705,214.4958382,7.343
11/6/2010,82.81,2.668,214.787913,7.343
18-06-2010,84.13,2.637,214.7858259,7.343
25-06-2010,84.5,2.653,214.6660741,7.343
2/7/2010,83.09,2.669,214.5463222,7.346
9/7/2010,83.01,2.642,214.4265704,7.346
16-07-2010,84.9,2.623,214.4176476,7.346
23-07-2010,84.57,2.608,214.5564968,7.346
30-07-2010,83.26,2.64,214.695346,7.346
6/8/2010,86.54,2.627,214.8341952,7.346
13-08-2010,87.73,2.692,214.9730444,7.346
20-08-2010,88.93,2.664,214.9314191,7.346
27-08-2010,87.7,2.619,214.8897938,7.346
3/9/2010,84.94,2.577,214.8481685,7.346
10/9/2010,81.93,2.565,214.8065431,7.346
17-09-2010,83.04,2.582,214.8322484,7.346
24-09-2010,77.36,2.624,214.9084516,7.346
1/10/2010,75.11,2.603,214.9846548,7.564
8/10/2010,68.71,2.633,215.060858,7.564
15-10-2010,71.46,2.72,215.1293114,7.564
22-10-2010,72.6,2.725,215.17839,7.564
29-10-2010,74.21,2.716,215.2274686,7.564
5/11/2010,64.41,2.689,215.2765472,7.564
12/11/2010,63.74,2.728,215.3256258,7.564
19-11-2010,58.63,2.771,215.2074519,7.564
26-11-2010,69.9,2.735,215.0614025,7.564
3/12/2010,55.9,2.708,214.9153531,7.564
10/12/2010,53.33,2.843,214.7693037,7.564
17-12-2010,54.63,2.869,214.704919,7.564
24-12-2010,59.33,2.886,214.7017828,7.564
31-12-2010,55.03,2.943,214.6986466,7.564
7/1/2011,54.43,2.976,214.6955104,7.551
14-01-2011,45.34,2.983,214.7470729,7.551
21-01-2011,51.51,3.016,215.1268275,7.551
28-01-2011,51.04,3.01,215.5065821,7.551
4/2/2011,47.17,2.989,215.8863367,7.551
11/2/2011,44.61,3.022,216.2660913,7.551
18-02-2011,61.5,3.045,216.5843571,7.551
25-02-2011,68.74,3.065,216.8780275,7.551
4/3/2011,66.5,3.288,217.1716979,7.551
11/3/2011,63.29,3.459,217.4653683,7.551
18-03-2011,70.17,3.488,217.7235226,7.551
25-03-2011,73.74,3.473,217.9674705,7.551
1/4/2011,69.1,3.524,218.2114184,7.574
8/4/2011,73.57,3.622,218.4553663,7.574
15-04-2011,76.64,3.743,218.6788642,7.574
22-04-2011,78.31,3.807,218.851237,7.574
29-04-2011,79.97,3.81,219.0236099,7.574
6/5/2011,71.39,3.906,219.1959827,7.574
13-05-2011,80.93,3.899,219.3683556,7.574
20-05-2011,76.97,3.907,219.127216,7.574
27-05-2011,85.61,3.786,218.8860765,7.574
3/6/2011,86.14,3.699,218.6449369,7.574
10/6/2011,85.79,3.648,218.4037974,7.574
17-06-2011,87.9,3.637,218.3551748,7.574
24-06-2011,86.13,3.594,218.45094,7.574
1/7/2011,86.43,3.524,218.5467052,7.567
8/7/2011,87.17,3.48,218.6424704,7.567
15-07-2011,88.3,3.575,218.7275216,7.567
22-07-2011,87.8,3.651,218.7857881,7.567
29-07-2011,89.46,3.682,218.8440545,7.567
5/8/2011,90.04,3.684,218.9023209,7.567
12/8/2011,90.3,3.638,218.9605873,7.567
19-08-2011,89.51,3.554,219.023271,7.567
26-08-2011,89.09,3.523,219.0866908,7.567
2/9/2011,91.44,3.533,219.1501106,7.567
9/9/2011,84.91,3.546,219.2135305,7.567
16-09-2011,85.11,3.526,219.3972867,7.567
23-09-2011,82.14,3.467,219.7414914,7.567
30-09-2011,84.4,3.355,220.085696,7.567
7/10/2011,76.97,3.285,220.4299007,7.197
14-10-2011,75.56,3.274,220.7486167,7.197
21-10-2011,70.91,3.353,220.9144005,7.197
28-10-2011,72.66,3.372,221.0801842,7.197
4/11/2011,61.13,3.332,221.245968,7.197
11/11/2011,64.2,3.297,221.4117517,7.197
18-11-2011,66.17,3.308,221.6432852,7.197
25-11-2011,70.03,3.236,221.9011185,7.197
2/12/2011,56.89,3.172,222.1589519,7.197
9/12/2011,50.63,3.158,222.4167852,7.197
16-12-2011,59.69,3.159,222.6426418,7.197
23-12-2011,54.29,3.112,222.8258628,7.197
30-12-2011,48.86,3.129,223.0090839,7.197
6/1/2012,54.44,3.157,223.1923049,6.833
13-01-2012,53.1,3.261,223.3755259,6.833
20-01-2012,56.43,3.268,223.4700552,6.833
27-01-2012,58.36,3.29,223.5645845,6.833
3/2/2012,60.24,3.36,223.6591137,6.833
10/2/2012,52.23,3.409,223.753643,6.833
17-02-2012,52.77,3.51,223.9170153,6.833
24-02-2012,61.11,3.555,224.1320199,6.833
2/3/2012,62.61,3.63,224.3470245,6.833
9/3/2012,61.44,3.669,224.5620291,6.833
16-03-2012,64.21,3.734,224.7166953,6.833
23-03-2012,67.16,3.787,224.7909104,6.833
30-03-2012,70.23,3.845,224.8651254,6.833
6/4/2012,74.19,3.891,224.9393405,6.664
13-04-2012,72.74,3.891,225.0135556,6.664
20-04-2012,71.97,3.877,225.0689541,6.664
27-04-2012,73.4,3.814,225.1243526,6.664
4/5/2012,79.07,3.749,225.1797511,6.664
11/5/2012,75.13,3.688,225.2351496,6.664
18-05-2012,72.53,3.63,225.2512024,6.664
25-05-2012,78.44,3.561,225.2515168,6.664
1/6/2012,81.67,3.501,225.2518313,6.664
8/6/2012,82.1,3.452,225.2521458,6.664
15-06-2012,84.97,3.393,225.2644795,6.664
22-06-2012,83.26,3.346,225.3068615,6.664
29-06-2012,87.86,3.286,225.3492435,6.664
6/7/2012,83.44,3.227,225.3916254,6.334
13-07-2012,82.46,3.256,225.4340074,6.334
20-07-2012,82.41,3.311,225.4438827,6.334
27-07-2012,85.43,3.407,225.4537579,6.334
3/8/2012,86.94,3.417,225.4636332,6.334
10/8/2012,86.21,3.494,225.4735085,6.334
17-08-2012,87.73,3.571,225.5558664,6.334
24-08-2012,83.17,3.62,225.6925864,6.334
31-08-2012,86.49,3.638,225.8293063,6.334
7/9/2012,85.17,3.73,225.9660263,6.334
14-09-2012,79.61,3.717,226.1122067,6.334
21-09-2012,73.64,3.721,226.3151496,6.334
28-09-2012,77.67,3.666,226.5180926,6.334
5/10/2012,73.37,3.617,226.7210356,6.034
12/10/2012,69.94,3.601,226.9239785,6.034
19-10-2012,73.77,3.594,226.9688442,6.034
26-10-2012,74.26,3.506,226.9873637,6.034
5/2/2010,49.47,2.962,126.4420645,13.975
12/2/2010,47.87,2.946,126.4962581,13.975
19-02-2010,54.83,2.915,126.5262857,13.975
26-02-2010,50.23,2.825,126.5522857,13.975
5/3/2010,53.77,2.987,126.5782857,13.975
12/3/2010,50.11,2.925,126.6042857,13.975
19-03-2010,59.57,3.054,126.6066452,13.975
26-03-2010,60.06,3.083,126.6050645,13.975
2/4/2010,59.84,3.086,126.6034839,14.099
9/4/2010,59.25,3.09,126.6019032,14.099
16-04-2010,64.95,3.109,126.5621,14.099
23-04-2010,64.55,3.05,126.4713333,14.099
30-04-2010,67.38,3.105,126.3805667,14.099
7/5/2010,70.15,3.127,126.2898,14.099
14-05-2010,68.44,3.145,126.2085484,14.099
21-05-2010,76.2,3.12,126.1843871,14.099
28-05-2010,67.84,3.058,126.1602258,14.099
4/6/2010,81.39,2.941,126.1360645,14.099
11/6/2010,90.84,2.949,126.1119032,14.099
18-06-2010,81.06,3.043,126.114,14.099
25-06-2010,87.27,3.084,126.1266,14.099
2/7/2010,91.98,3.105,126.1392,14.18
9/7/2010,90.37,3.1,126.1518,14.18
16-07-2010,97.18,3.094,126.1498065,14.18
23-07-2010,99.22,3.112,126.1283548,14.18
30-07-2010,96.31,3.017,126.1069032,14.18
6/8/2010,92.95,3.123,126.0854516,14.18
13-08-2010,87.01,3.159,126.064,14.18
20-08-2010,92.81,3.041,126.0766452,14.18
27-08-2010,93.19,3.129,126.0892903,14.18
3/9/2010,83.12,3.087,126.1019355,14.18
10/9/2010,83.63,3.044,126.1145806,14.18
17-09-2010,82.45,3.028,126.1454667,14.18
24-09-2010,81.77,2.939,126.1900333,14.18
1/10/2010,85.2,3.001,126.2346,14.313
8/10/2010,71.82,3.013,126.2791667,14.313
15-10-2010,75,2.976,126.3266774,14.313
22-10-2010,68.85,3.014,126.3815484,14.313
29-10-2010,61.09,3.016,126.4364194,14.313
5/11/2010,65.49,3.129,126.4912903,14.313
12/11/2010,57.79,3.13,126.5461613,14.313
19-11-2010,58.18,3.161,126.6072,14.313
26-11-2010,47.66,3.162,126.6692667,14.313
3/12/2010,43.33,3.041,126.7313333,14.313
10/12/2010,50.01,3.203,126.7934,14.313
17-12-2010,52.77,3.236,126.8794839,14.313
24-12-2010,52.02,3.236,126.9835806,14.313
31-12-2010,45.64,3.148,127.0876774,14.313
7/1/2011,37.64,3.287,127.1917742,14.021
14-01-2011,43.15,3.312,127.3009355,14.021
21-01-2011,53.53,3.223,127.4404839,14.021
28-01-2011,50.74,3.342,127.5800323,14.021
4/2/2011,45.14,3.348,127.7195806,14.021
11/2/2011,51.3,3.381,127.859129,14.021
18-02-2011,53.35,3.43,127.99525,14.021
25-02-2011,48.45,3.53,128.13,14.021
4/3/2011,51.72,3.674,128.26475,14.021
11/3/2011,57.75,3.818,128.3995,14.021
18-03-2011,64.21,3.692,128.5121935,14.021
25-03-2011,54.4,3.909,128.6160645,14.021
1/4/2011,63.63,3.772,128.7199355,13.736
8/4/2011,64.47,4.003,128.8238065,13.736
15-04-2011,57.63,3.868,128.9107333,13.736
22-04-2011,72.12,4.134,128.9553,13.736
29-04-2011,68.27,4.151,128.9998667,13.736
6/5/2011,68.4,4.193,129.0444333,13.736
13-05-2011,70.93,4.202,129.089,13.736
20-05-2011,66.59,4.169,129.0756774,13.736
27-05-2011,76.67,4.087,129.0623548,13.736
3/6/2011,71.81,4.031,129.0490323,13.736
10/6/2011,78.72,3.981,129.0357097,13.736
17-06-2011,86.84,3.935,129.0432,13.736
24-06-2011,88.95,3.898,129.0663,13.736
1/7/2011,89.85,3.842,129.0894,13.503
8/7/2011,89.9,3.705,129.1125,13.503
15-07-2011,88.1,3.692,129.1338387,13.503
22-07-2011,91.17,3.794,129.1507742,13.503
29-07-2011,93.29,3.805,129.1677097,13.503
5/8/2011,90.61,3.803,129.1846452,13.503
12/8/2011,91.04,3.701,129.2015806,13.503
19-08-2011,91.74,3.743,129.2405806,13.503
26-08-2011,94.61,3.74,129.2832581,13.503
2/9/2011,93.66,3.798,129.3259355,13.503
9/9/2011,88,3.913,129.3686129,13.503
16-09-2011,76.36,3.918,129.4306,13.503
23-09-2011,82.95,3.789,129.5183333,13.503
30-09-2011,83.26,3.877,129.6060667,13.503
7/10/2011,70.44,3.827,129.6938,12.89
14-10-2011,67.31,3.805,129.7706452,12.89
21-10-2011,73.05,3.842,129.7821613,12.89
28-10-2011,67.41,3.727,129.7936774,12.89
4/11/2011,59.77,3.828,129.8051935,12.89
11/11/2011,48.76,3.824,129.8167097,12.89
18-11-2011,54.2,3.813,129.8268333,12.89
25-11-2011,53.25,3.622,129.8364,12.89
2/12/2011,52.5,3.701,129.8459667,12.89
9/12/2011,42.17,3.644,129.8555333,12.89
16-12-2011,43.29,3.6,129.8980645,12.89
23-12-2011,45.4,3.541,129.9845484,12.89
30-12-2011,44.64,3.428,130.0710323,12.89
6/1/2012,50.43,3.599,130.1575161,12.187
13-01-2012,48.07,3.657,130.244,12.187
20-01-2012,46.2,3.66,130.2792258,12.187
27-01-2012,50.43,3.675,130.3144516,12.187
3/2/2012,50.58,3.702,130.3496774,12.187
10/2/2012,52.27,3.722,130.3849032,12.187
17-02-2012,51.8,3.781,130.4546207,12.187
24-02-2012,53.13,3.95,130.5502069,12.187
2/3/2012,52.27,4.178,130.6457931,12.187
9/3/2012,54.54,4.25,130.7413793,12.187
16-03-2012,64.44,4.273,130.8261935,12.187
23-03-2012,56.26,4.038,130.8966452,12.187
30-03-2012,64.36,4.294,130.9670968,12.187
6/4/2012,64.05,4.121,131.0375484,11.627
13-04-2012,64.28,4.254,131.108,11.627
20-04-2012,66.73,4.222,131.1173333,11.627
27-04-2012,77.99,4.193,131.1266667,11.627
4/5/2012,76.03,4.171,131.136,11.627
11/5/2012,77.27,4.186,131.1453333,11.627
18-05-2012,84.51,4.11,131.0983226,11.627
25-05-2012,83.84,4.293,131.0287742,11.627
1/6/2012,78.11,4.277,130.9592258,11.627
8/6/2012,84.83,4.103,130.8896774,11.627
15-06-2012,85.94,4.144,130.8295333,11.627
22-06-2012,91.61,4.014,130.7929,11.627
29-06-2012,90.47,3.875,130.7562667,11.627
6/7/2012,89.13,3.765,130.7196333,10.926
13-07-2012,95.61,3.723,130.683,10.926
20-07-2012,85.53,3.726,130.7012903,10.926
27-07-2012,93.47,3.769,130.7195806,10.926
